bench_id,date,hw_profile,engine_ver,model,quant,tp,dp,max_num_batched_tokens,max_num_seqs,prefix_cache,batch_invariant,concurrency,input_len,output_len,tok_s_output,tok_s_total,ttft_p50_ms,ttft_p99_ms,itl_p50_ms,itl_p99_ms,kv_cache_usage,notes
p18-Qwen3-8B-bf16-mnbt2048-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,2048,128,default(on),0,32,1500,128,270.69,3442.86,5511.06,11332.85,33.317,375.941,0.882,num_prompts=200;dur=94.6s;completed=200
p18-Qwen3-8B-w8a8-int8-mnbt2048-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,2048,128,default(on),0,32,1500,128,459.09,5839.1,1090.64,4118.02,26.937,277.127,0.635,num_prompts=200;dur=55.8s;completed=200
p18-Qwen3-8B-w4a16-awq-mnbt2048-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,2048,128,default(on),0,32,1500,128,347.63,4421.48,1748.34,6677.01,22.416,445.736,0.505,num_prompts=200;dur=73.6s;completed=200
p18-Qwen3-8B-w8a8-int8-mnbt2048-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,2048,128,default(on),0,128,1500,128,416.75,5300.52,23071.95,34942.42,38.407,312.221,0.993,num_prompts=400;dur=122.9s;completed=400
p18-Qwen3-14B-w8a8-int8-mnbt2048-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,2048,128,default(on),0,32,1500,128,218.25,2775.91,10416.59,14300.22,35.341,457.818,0.909,num_prompts=200;dur=117.3s;completed=200
p18-Qwen3-8B-bf16-mnbt2048-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,2048,128,default(on),0,128,1500,128,264.52,3364.31,51511.29,58806.35,33.568,381.451,0.928,num_prompts=400;dur=193.6s;completed=400
p18-Qwen3-14B-w4a16-awq-mnbt2048-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,2048,128,default(on),0,32,1500,128,209.18,2660.45,3084.75,12729.1,29.437,778.154,0.781,num_prompts=200;dur=122.4s;completed=200
p18-Qwen3-8B-w4a16-awq-mnbt2048-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,2048,128,default(on),0,128,1500,128,288.18,3665.29,30349.25,48530.17,48.528,505.681,0.997,num_prompts=400;dur=177.7s;completed=400
p18-Qwen3-8B-w8a8-int8-mnbt2048-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,2048,128,default(on),0,512,1500,128,412.16,5242.11,88067.72,155961.86,38.58,314.057,0.996,num_prompts=600;dur=186.3s;completed=600
p18-Qwen3-14B-w8a8-int8-mnbt2048-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,2048,128,default(on),0,128,1500,128,215.43,2740.02,64845.02,71876.49,35.559,464.356,0.961,num_prompts=400;dur=237.7s;completed=400
p18-Qwen3-8B-bf16-mnbt2048-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,2048,128,default(on),0,512,1500,128,262.85,3343.1,142221.35,242322.1,33.651,383.068,0.989,num_prompts=600;dur=292.2s;completed=600
p18-Qwen3-14B-w4a16-awq-mnbt2048-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,2048,128,default(on),0,128,1500,128,179.1,2277.92,64314.52,82877.49,38.714,802.382,0.997,num_prompts=400;dur=285.9s;completed=400
p18-Qwen3-8B-w4a16-awq-mnbt2048-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,2048,128,default(on),0,512,1500,128,286.07,3638.41,129073.03,220525.69,48.809,508.516,0.999,num_prompts=600;dur=268.5s;completed=600
p18-Qwen3-8B-w8a8-int8-mnbt8192-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,default(on),0,32,1500,128,470.22,5980.58,2636.32,4438.46,26.897,961.435,0.653,num_prompts=200;dur=54.4s;completed=200
p18-Qwen3-8B-w8a8-int8-mnbt8192-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,default(on),0,128,1500,128,431.65,5490.02,22397.24,34145.66,38.068,1029.256,1.0,num_prompts=400;dur=118.6s;completed=400
p18-Qwen3-8B-w4a16-awq-mnbt8192-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,8192,128,default(on),0,32,1500,128,355.83,4525.66,3606.5,8201.69,22.502,1620.482,0.49,num_prompts=200;dur=71.9s;completed=200
p18-Qwen3-14B-bf16-mnbt2048-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B,bf16,2,1,2048,128,default(on),0,32,1500,128,137.86,1753.45,3474.86,19630.85,44.592,1166.779,0.696,tp=2 forced: 14B BF16 weights ~29GB exceed one 24GB A5000 num_prompts=200;dur=185.7s;completed=200
p18-Qwen3-8B-bf16-mnbt8192-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,8192,128,default(on),0,32,1500,128,259.76,3303.83,7495.22,12073.86,33.351,1335.708,0.998,num_prompts=200;dur=98.6s;completed=200
p18-Qwen3-14B-w8a8-int8-mnbt2048-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,2048,128,default(on),0,512,1500,128,215.14,2736.28,174183.41,299633.68,35.596,465.115,0.969,num_prompts=600;dur=357.0s;completed=600
p18-Qwen3-8B-w8a8-int8-mnbt8192-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,default(on),0,512,1500,128,428.66,5452.02,85513.37,148962.81,38.228,1038.358,0.997,num_prompts=600;dur=179.2s;completed=600
p18-Qwen3-8B-w4a16-awq-mnbt8192-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,8192,128,default(on),0,128,1500,128,302.44,3846.65,30804.46,45831.21,49.306,1731.797,0.997,num_prompts=400;dur=169.3s;completed=400
p18-Qwen3-14B-w4a16-awq-mnbt2048-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,2048,128,default(on),0,512,1500,128,177.85,2262.06,213512.67,361848.63,38.83,804.82,0.999,num_prompts=600;dur=431.8s;completed=600
p18-Qwen3-8B-bf16-mnbt8192-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,8192,128,default(on),0,128,1500,128,256.1,3257.28,53450.35,59828.62,33.48,1347.856,0.967,num_prompts=400;dur=199.9s;completed=400
p18-Qwen3-14B-w8a8-int8-mnbt8192-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,8192,128,default(on),0,32,1500,128,211.92,2695.39,12323.9,14847.95,32.376,1175.825,0.989,num_prompts=200;dur=120.8s;completed=200
p18-Qwen3-8B-w8a8-int8-mnbt16384-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,16384,128,default(on),0,32,1500,128,468.45,5958.15,2361.16,5248.84,26.921,901.729,0.645,num_prompts=200;dur=54.6s;completed=200
p18-Qwen3-8B-w4a16-awq-mnbt8192-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,8192,128,default(on),0,512,1500,128,301.97,3840.67,124017.03,210997.62,49.386,1738.65,1.0,num_prompts=600;dur=254.3s;completed=600
p18-Qwen3-14B-bf16-mnbt2048-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B,bf16,2,1,2048,128,default(on),0,128,1500,128,123.86,1575.3,88597.87,122881.64,57.385,1187.003,1.0,tp=2 forced: 14B BF16 weights ~29GB exceed one 24GB A5000 num_prompts=400;dur=413.4s;completed=400
p18-Qwen3-8B-w8a8-int8-mnbt16384-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,16384,128,default(on),0,128,1500,128,435.08,5533.66,23276.32,33236.91,36.08,1983.396,0.989,num_prompts=400;dur=117.7s;completed=400
p18-Qwen3-14B-w4a16-awq-mnbt8192-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,8192,128,default(on),0,32,1500,128,213.82,2719.55,8482.21,15208.7,29.348,2711.123,0.804,num_prompts=200;dur=119.7s;completed=200
p18-Qwen3-8B-bf16-mnbt8192-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,8192,128,default(on),0,512,1500,128,256.85,3266.77,145921.26,248450.21,33.509,1354.492,0.997,num_prompts=600;dur=299.0s;completed=600
p18-Qwen3-14B-w8a8-int8-mnbt8192-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,8192,128,default(on),0,128,1500,128,212.51,2702.9,69861.81,72659.97,32.455,1275.81,0.994,num_prompts=400;dur=240.9s;completed=400
p18-Qwen3-8B-w4a16-awq-mnbt16384-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,16384,128,default(on),0,32,1500,128,354.92,4514.12,3582.08,7751.98,22.513,1613.199,0.521,num_prompts=200;dur=72.1s;completed=200
p18-Qwen3-8B-w8a8-int8-mnbt16384-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,16384,128,default(on),0,512,1500,128,434.69,5528.67,88055.32,147239.31,36.267,2001.312,0.998,num_prompts=600;dur=176.7s;completed=600
p18-Qwen3-14B-w4a16-awq-mnbt8192-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,8192,128,default(on),0,128,1500,128,184.48,2346.37,66229.99,88751.15,38.391,2982.341,0.997,num_prompts=400;dur=277.5s;completed=400
p18-Qwen3-8B-bf16-mnbt16384-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,16384,128,default(on),0,32,1500,128,254.36,3235.13,9761.15,12586.7,33.059,816.404,0.996,num_prompts=200;dur=100.6s;completed=200
p18-Qwen3-8B-w4a16-awq-mnbt16384-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,16384,128,default(on),0,128,1500,128,314.58,4001.06,31973.19,44298.24,39.689,3343.199,0.993,num_prompts=400;dur=162.8s;completed=400
p18-Qwen3-14B-w8a8-int8-mnbt8192-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,8192,128,default(on),0,512,1500,128,213.44,2714.63,178287.61,302835.64,32.462,1188.871,0.999,num_prompts=600;dur=359.8s;completed=600
p18-Qwen3-8B-bf16-mnbt16384-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,16384,128,default(on),0,128,1500,128,249.49,3173.21,58649.78,62821.54,33.225,199.435,0.999,num_prompts=400;dur=205.2s;completed=400
p18-Qwen3-14B-bf16-mnbt2048-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B,bf16,2,1,2048,128,default(on),0,512,1500,128,124.1,1578.38,305464.9,515683.36,57.391,1183.636,0.998,tp=2 forced: 14B BF16 weights ~29GB exceed one 24GB A5000 num_prompts=600;dur=618.9s;completed=600
p18-Qwen3-8B-w4a16-awq-mnbt16384-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B-AWQ,w4a16-awq,1,1,16384,128,default(on),0,512,1500,128,312.6,3975.93,120020.15,208734.43,39.863,3363.534,0.997,num_prompts=600;dur=245.7s;completed=600
p18-Qwen3-14B-w4a16-awq-mnbt8192-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,8192,128,default(on),0,512,1500,128,183.89,2338.83,208775.61,351505.86,38.418,2985.651,0.998,num_prompts=600;dur=417.6s;completed=600
p18-Qwen3-14B-w8a8-int8-mnbt16384-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,16384,128,default(on),0,32,1500,128,195.7,2489.03,12621.92,20795.79,31.184,327.828,1.0,num_prompts=200;dur=130.8s;completed=200
p18-Qwen3-8B-bf16-mnbt16384-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-8B,bf16,1,1,16384,128,default(on),0,512,1500,128,252.16,3207.18,148802.41,254223.18,33.225,242.448,0.998,num_prompts=600;dur=304.6s;completed=600
p18-Qwen3-14B-bf16-mnbt8192-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B,bf16,2,1,8192,128,default(on),0,32,1500,128,138.57,1762.46,9604.46,18225.87,44.572,4197.985,0.624,tp=2 forced: 14B BF16 weights ~29GB exceed one 24GB A5000 num_prompts=200;dur=184.7s;completed=200
p18-Qwen3-14B-w8a8-int8-mnbt16384-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,16384,128,default(on),0,128,1500,128,196.89,2504.14,72590.0,80608.64,31.229,331.363,0.996,num_prompts=400;dur=260.0s;completed=400
p18-Qwen3-14B-w4a16-awq-mnbt16384-c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,16384,128,default(on),0,32,1500,128,213.69,2717.89,7931.57,15865.92,29.357,2146.58,0.791,num_prompts=200;dur=119.8s;completed=200
p18-Qwen3-14B-w4a16-awq-mnbt16384-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,16384,128,default(on),0,128,1500,128,183.79,2337.61,69388.74,88002.67,37.833,4630.483,1.0,num_prompts=400;dur=278.6s;completed=400
p18-Qwen3-14B-bf16-mnbt8192-c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B,bf16,2,1,8192,128,default(on),0,128,1500,128,124.53,1583.87,83985.36,127332.41,61.707,4574.61,1.0,tp=2 forced: 14B BF16 weights ~29GB exceed one 24GB A5000 num_prompts=400;dur=411.1s;completed=400
p18-Qwen3-14B-w8a8-int8-mnbt16384-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,16384,128,default(on),0,512,1500,128,198.06,2519.13,190533.24,327059.18,31.238,329.194,1.0,num_prompts=600;dur=387.8s;completed=600
p18-Qwen3-14B-w4a16-awq-mnbt16384-c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-14B-AWQ,w4a16-awq,1,1,16384,128,default(on),0,512,1500,128,183.7,2336.48,207146.97,356090.2,37.85,4625.481,0.999,num_prompts=600;dur=418.1s;completed=600
